query_id,record_id,site_id,form_name,field_name,query_type,query_status,raised_by,raised_date,closed_date,days_open,query_text,country
420,1049,Paris,Demographics,lab_glucose,Out of range,Open,Data Manager,2025-06-30,NA,105,Value appears out of expected range.,France
421,1107,Bern,Visit CRF,ae_start,Missing data,Answered,Monitor,2025-08-27,NA,47,"Field left empty, please verify.",Switzerland
422,1070,Sion,Visit CRF,weight,Out of range,Answered,Monitor,2025-02-24,NA,231,Value appears out of expected range.,Switzerland
423,1105,Chur,Labs,bp_dia,Missing data,Answered,Monitor,2025-03-12,NA,215,"Field left empty, please verify.",Switzerland
424,1016,Neuchâtel,Visit CRF,height,Missing data,Closed,Monitor,2025-03-12,2025-03-17,5,"Field left empty, please verify.",Switzerland
425,1010,St. Gallen,Labs,age,Incorrect date,Open,Data Manager,2025-01-31,NA,255,Date seems inconsistent with visit schedule.,Switzerland
426,1097,Lausanne,Con Meds,weight,Incorrect date,Answered,Data Manager,2025-06-27,NA,108,Date seems inconsistent with visit schedule.,Switzerland
427,1044,Basel,Visit CRF,gender,Logic discrepancy,Open,Data Manager,2025-06-12,NA,123,Value inconsistent with related field.,Switzerland
428,1080,Lausanne,Adverse Events,ae_term,Text clarification,Closed,Data Manager,2025-01-30,2025-02-16,17,Please clarify the text entry.,Switzerland
429,1098,Zurich,Adverse Events,bp_sys,Logic discrepancy,Open,Monitor,2025-01-31,NA,255,Value inconsistent with related field.,Switzerland
430,1041,Amiens,Labs,weight,Incorrect date,Open,Monitor,2025-08-05,NA,69,Date seems inconsistent with visit schedule.,France
431,1052,Paris,Con Meds,lab_ast,Out of range,Open,Data Manager,2025-04-18,NA,178,Value appears out of expected range.,France
432,1008,Bellinzona,Demographics,lab_hb,Missing data,Open,Data Manager,2025-03-12,NA,215,"Field left empty, please verify.",Switzerland
433,1014,Neuchâtel,Vitals,gender,Out of range,Open,Data Manager,2025-05-26,NA,140,Value appears out of expected range.,Switzerland
434,1083,Solothurn,Demographics,lab_ast,Logic discrepancy,Answered,Monitor,2025-06-26,NA,109,Value inconsistent with related field.,Switzerland
435,1020,Luzern,Labs,lab_hb,Out of range,Answered,Monitor,2025-05-02,NA,164,Value appears out of expected range.,Switzerland
436,1099,Lugano,Labs,height,Missing data,Open,Monitor,2025-03-24,NA,203,"Field left empty, please verify.",Switzerland
437,1059,Basel,Vitals,ae_start,Missing data,Closed,System Check,2025-04-09,2025-05-04,25,"Field left empty, please verify.",Switzerland
438,1087,Fribourg,Visit CRF,gender,Incorrect date,Closed,System Check,2025-06-22,2025-07-08,16,Date seems inconsistent with visit schedule.,Switzerland
439,1059,Neuchâtel,Adverse Events,bp_dia,Missing data,Closed,Monitor,2025-03-08,2025-03-27,19,"Field left empty, please verify.",Switzerland
440,1079,Solothurn,Labs,ae_severity,Out of range,Answered,Data Manager,2025-07-21,NA,84,Value appears out of expected range.,Switzerland
441,1014,Olten,Con Meds,gender,Missing data,Closed,Data Manager,2025-05-23,2025-06-09,17,"Field left empty, please verify.",Switzerland
442,1013,Sion,Con Meds,lab_hb,Text clarification,Open,Data Manager,2025-04-21,NA,175,Please clarify the text entry.,Switzerland
443,1101,Baden,Vitals,ae_term,Out of range,Open,System Check,2025-02-06,NA,249,Value appears out of expected range.,Switzerland
444,1058,Neuchâtel,Vitals,lab_hb,Missing data,Closed,Data Manager,2025-05-28,2025-06-24,27,"Field left empty, please verify.",Switzerland
445,1011,Solothurn,Demographics,bp_sys,Logic discrepancy,Closed,Monitor,2025-03-25,2025-04-03,9,Value inconsistent with related field.,Switzerland
446,1109,Verona,Vitals,gender,Text clarification,Closed,System Check,2025-02-09,2025-02-10,1,Please clarify the text entry.,Italy
447,1068,Zurich,Adverse Events,ae_term,Logic discrepancy,Closed,Data Manager,2025-02-19,2025-03-20,29,Value inconsistent with related field.,Switzerland
448,1059,Baden,Labs,ae_start,Logic discrepancy,Answered,Monitor,2025-07-05,NA,100,Value inconsistent with related field.,Switzerland
449,1051,Geneva,Con Meds,bp_dia,Logic discrepancy,Answered,Monitor,2025-04-13,NA,183,Value inconsistent with related field.,Switzerland
450,1069,Verona,Adverse Events,lab_ast,Out of range,Closed,Data Manager,2025-07-08,2025-07-18,10,Value appears out of expected range.,Italy
451,1076,Bern,Vitals,ae_start,Missing data,Closed,Data Manager,2025-04-29,2025-05-04,5,"Field left empty, please verify.",Switzerland
452,1031,Geneva,Visit CRF,lab_ast,Out of range,Closed,Monitor,2025-09-20,2025-09-30,10,Value appears out of expected range.,Switzerland
453,1071,Chur,Visit CRF,ae_start,Missing data,Closed,System Check,2025-09-24,2025-09-26,2,"Field left empty, please verify.",Switzerland
454,1001,Sion,Adverse Events,height,Missing data,Closed,Monitor,2025-03-01,2025-03-23,22,"Field left empty, please verify.",Switzerland
455,1106,Basel,Adverse Events,weight,Missing data,Open,System Check,2025-06-06,NA,129,"Field left empty, please verify.",Switzerland
456,1113,Aarau,Con Meds,gender,Out of range,Open,Data Manager,2025-03-07,NA,220,Value appears out of expected range.,Switzerland
457,1099,Basel,Vitals,bp_dia,Incorrect date,Open,Monitor,2025-02-01,NA,254,Date seems inconsistent with visit schedule.,Switzerland
458,1054,Chur,Vitals,bp_sys,Out of range,Closed,Data Manager,2025-01-11,2025-02-01,21,Value appears out of expected range.,Switzerland
459,1010,Paris,Adverse Events,bp_sys,Incorrect date,Open,Data Manager,2025-04-02,NA,194,Date seems inconsistent with visit schedule.,France
460,1041,Solothurn,Demographics,gender,Text clarification,Closed,Data Manager,2025-03-04,2025-03-15,11,Please clarify the text entry.,Switzerland
461,1011,Bellinzona,Demographics,weight,Text clarification,Answered,Data Manager,2025-01-31,NA,255,Please clarify the text entry.,Switzerland
462,1111,Basel,Adverse Events,age,Out of range,Answered,Monitor,2025-08-04,NA,70,Value appears out of expected range.,Switzerland
463,1075,Lugano,Vitals,ae_severity,Logic discrepancy,Closed,Monitor,2025-09-20,2025-10-04,14,Value inconsistent with related field.,Switzerland
464,1063,St. Gallen,Adverse Events,lab_hb,Logic discrepancy,Closed,Monitor,2025-08-08,2025-08-11,3,Value inconsistent with related field.,Switzerland
465,1060,Berlin,Demographics,lab_ast,Text clarification,Closed,Data Manager,2025-08-11,2025-09-03,23,Please clarify the text entry.,Germany
466,1015,Geneva,Vitals,lab_ast,Logic discrepancy,Answered,System Check,2025-05-16,NA,150,Value inconsistent with related field.,Switzerland
467,1037,Fribourg,Con Meds,lab_hb,Missing data,Closed,Data Manager,2025-02-09,2025-02-10,1,"Field left empty, please verify.",Switzerland
468,1005,Basel,Demographics,ae_term,Incorrect date,Open,Monitor,2025-09-17,NA,26,Date seems inconsistent with visit schedule.,Switzerland
469,1004,Geneva,Demographics,lab_ast,Out of range,Answered,Data Manager,2025-08-22,NA,52,Value appears out of expected range.,Switzerland
470,1019,Solothurn,Labs,lab_hb,Incorrect date,Closed,System Check,2025-05-29,2025-06-12,14,Date seems inconsistent with visit schedule.,Switzerland
471,1012,Zurich,Visit CRF,lab_glucose,Out of range,Answered,Data Manager,2025-08-03,NA,71,Value appears out of expected range.,Switzerland
472,1011,Bellinzona,Adverse Events,lab_glucose,Missing data,Open,Data Manager,2025-02-23,NA,232,"Field left empty, please verify.",Switzerland
473,1007,Luzern,Vitals,ae_start,Text clarification,Answered,Data Manager,2025-01-19,NA,267,Please clarify the text entry.,Switzerland
474,1008,Neuchâtel,Adverse Events,ae_severity,Missing data,Open,System Check,2025-05-14,NA,152,"Field left empty, please verify.",Switzerland
475,1054,Fribourg,Vitals,weight,Text clarification,Open,System Check,2025-03-23,NA,204,Please clarify the text entry.,Switzerland
476,1041,Baden,Visit CRF,ae_severity,Out of range,Closed,Monitor,2025-07-07,2025-07-12,5,Value appears out of expected range.,Switzerland
477,1010,Neuchâtel,Visit CRF,gender,Logic discrepancy,Closed,Monitor,2025-01-28,2025-02-25,28,Value inconsistent with related field.,Switzerland
478,1031,Bern,Con Meds,bp_dia,Incorrect date,Answered,Monitor,2025-07-08,NA,97,Date seems inconsistent with visit schedule.,Switzerland
479,1004,Luzern,Labs,bp_dia,Out of range,Answered,Data Manager,2025-05-20,NA,146,Value appears out of expected range.,Switzerland
480,1052,Neuchâtel,Adverse Events,ae_severity,Missing data,Open,Data Manager,2025-07-04,NA,101,"Field left empty, please verify.",Switzerland
481,1089,Berlin,Visit CRF,bp_sys,Missing data,Answered,Data Manager,2025-02-17,NA,238,"Field left empty, please verify.",Germany
482,1086,Aarau,Vitals,gender,Missing data,Open,Data Manager,2025-07-29,NA,76,"Field left empty, please verify.",Switzerland
483,1042,Lugano,Adverse Events,weight,Missing data,Closed,System Check,2025-03-25,2025-03-29,4,"Field left empty, please verify.",Switzerland
484,1116,Paris,Vitals,bp_sys,Missing data,Open,Data Manager,2025-08-09,NA,65,"Field left empty, please verify.",France
485,1061,Berlin,Demographics,lab_glucose,Missing data,Closed,Monitor,2025-04-09,2025-04-28,19,"Field left empty, please verify.",Germany
486,1017,Verona,Demographics,ae_severity,Missing data,Open,Data Manager,2025-06-04,NA,131,"Field left empty, please verify.",Italy
487,1108,Bern,Labs,gender,Out of range,Open,Monitor,2025-01-27,NA,259,Value appears out of expected range.,Switzerland
488,1052,Basel,Vitals,weight,Missing data,Closed,Monitor,2025-02-03,2025-02-22,19,"Field left empty, please verify.",Switzerland
489,1109,Olten,Visit CRF,lab_glucose,Out of range,Open,Monitor,2025-02-08,NA,247,Value appears out of expected range.,Switzerland
490,1037,Geneva,Adverse Events,ae_severity,Out of range,Open,Monitor,2025-02-28,NA,227,Value appears out of expected range.,Switzerland
491,1067,Luzern,Con Meds,lab_glucose,Text clarification,Answered,Monitor,2025-05-24,NA,142,Please clarify the text entry.,Switzerland
492,1112,Bellinzona,Vitals,gender,Incorrect date,Answered,Data Manager,2025-03-07,NA,220,Date seems inconsistent with visit schedule.,Switzerland
493,1015,Solothurn,Adverse Events,ae_severity,Out of range,Answered,System Check,2025-09-22,NA,21,Value appears out of expected range.,Switzerland
494,1015,Paris,Demographics,gender,Text clarification,Closed,Data Manager,2025-05-23,2025-05-25,2,Please clarify the text entry.,France
495,1057,Bellinzona,Visit CRF,lab_ast,Out of range,Open,Data Manager,2025-03-29,NA,198,Value appears out of expected range.,Switzerland
496,1032,Amiens,Adverse Events,height,Missing data,Open,Data Manager,2025-05-27,NA,139,"Field left empty, please verify.",France
497,1040,Amiens,Demographics,height,Out of range,Answered,Monitor,2025-09-21,NA,22,Value appears out of expected range.,France
498,1012,Paris,Demographics,ae_start,Logic discrepancy,Open,Monitor,2025-06-10,NA,125,Value inconsistent with related field.,France
499,1070,Lugano,Visit CRF,lab_ast,Logic discrepancy,Open,Monitor,2025-05-27,NA,139,Value inconsistent with related field.,Switzerland
500,1020,Fribourg,Labs,ae_start,Missing data,Closed,System Check,2025-02-05,2025-02-17,12,"Field left empty, please verify.",Switzerland
